X,Y
373,9.55401
374,8.07497
375,10.2942
376,9.04084
377,11.3476
378,13.3069
379,9.5546
380,13.9311
381,12.4059
382,8.40646
383,7.7107
384,7.38858
385,4.91567
386,7.96201
387,4.37041
388,6.76564
389,10.3393
390,5.44594
391,5.52457
392,8.546
393,4.88046
394,7.38545
395,3.17172
396,7.94195
397,12.0453
398,7.54224
399,3.0995
400,1.06718
401,1.03534
402,-1.81072
403,-5.99733
404,-8.35252
405,-11.5551
406,-14.1598
407,-15.3933
408,-20.2445
409,-15.3039
410,-16.5819
411,-17.7592
412,-19.0805
413,-18.3966
414,-20.0567
415,-20.8003
416,-25.4863
417,-22.6892
418,-20.3132
419,-24.5084
420,-28.3861
421,-30.4759
422,-28.7487
423,-32.48
424,-29.125
425,-28.5739
426,-23.7836
427,-23.6433
428,-22.2182
429,-20.0907
430,-22.326
431,-23.1804
432,-20.5147
433,-18.7371
434,-14.8009
435,-16.0627
436,-16.753
437,-16.4779
438,-16.132
439,-21.0431
440,-26.0239
441,-23.7264
442,-20.9007
443,-19.017
444,-23.3579
445,-26.0691
446,-27.433
447,-29.8269
448,-27.0043
449,-30.5862
450,-35.2033
451,-35.0732
452,-31.0276
453,-32.5643
454,-27.9059
455,-25.3127
456,-21.8568
457,-19.257
458,-14.8295
459,-10.7293
460,-9.46479
461,-9.95421
462,-6.85575
463,-7.35018
464,-2.67858
465,-5.80294
466,-2.61347
467,-2.0081
468,-5.39921
469,-0.478412
470,0.573967
471,1.12449
472,4.09953
473,2.78588
474,6.08822
475,3.98252
476,3.03365
477,-1.45727
478,-4.54788
479,-5.8695
480,-8.20816
481,-5.96278
482,-3.5726
483,-4.6805
484,-0.563497
485,-1.32265
486,-4.22452
487,-8.32517
488,-12.1287
489,-15.0833
490,-11.2284
491,-14.1803
492,-17.9949
493,-22.5293
494,-24.654
495,-24.7596
496,-27.8539
497,-24.9149
498,-21.2507
499,-21.6115
500,-22.9461
501,-24.1718
502,-19.2559
503,-16.3582
504,-20.8095
505,-23.6699
506,-25.6026
507,-29.2035
508,-32.9973
509,-33.7116
510,-37.042
511,-40.3982
512,-42.9233
513,-39.824
514,-41.558
515,-41.2191
516,-45.2047
517,-46.2987
518,-42.256
519,-39.659
520,-42.0358
521,-43.6048
522,-45.0877
523,-49.7015
524,-47.2999
525,-43.057
526,-46.2046
527,-41.6414
528,-44.5778
529,-47.1866
530,-49.9892
531,-51.5556
532,-51.5277
533,-52.4074
534,-49.3118
535,-48.6595
536,-49.8532
537,-45.9204
538,-47.4508
539,-46.5802
540,-45.7118
541,-50.1923
542,-49.7445
543,-49.7999
544,-52.9455
545,-56.7055
546,-52.7623
547,-57.0105
548,-61.6398
549,-58.1795
550,-61.3339
551,-60.0915
552,-60.0301
553,-63.7754
554,-60.22
555,-58.6385
556,-56.0351
557,-58.8431
558,-60.1026
559,-58.025
560,-55.9937
561,-51.7043
562,-49.923
563,-45.3901
564,-47.1215
565,-51.7371
566,-56.1077
567,-54.1598
568,-52.2373
569,-48.3589
570,-51.7393
571,-56.4218
572,-56.0355
573,-52.945
574,-55.5157
575,-54.1708
576,-52.6355
577,-56.1583
578,-52.7462
579,-51.6596
580,-54.7203
581,-49.7411
582,-45.0282
583,-43.4218
584,-48.2766
585,-43.9165
586,-43.9068
587,-48.42
588,-52.6778
589,-49.2195
590,-46.438
591,-46.3527
592,-51.1876
593,-54.3289
594,-50.3607
595,-46.3754
596,-43.6108
597,-47.1007
598,-42.2856
599,-42.7164
600,-44.5784
601,-41.8651
602,-40.2589
603,-38.2555
604,-42.3031
605,-46.2108
606,-48.2401
607,-52.5669
608,-48.1821
609,-47.7573
610,-48.725
611,-50.1349
612,-47.5864
613,-49.8472
614,-50.8759
615,-54
616,-51.5046
617,-49.4587
618,-44.792
619,-40.9354
620,-43.4003
621,-40.2121
622,-44.2951
623,-48.5521
624,-48.42
625,-43.8291
626,-46.2007
627,-44.899
628,-44.67
629,-42.7967
630,-42.5064
631,-42.7962
632,-38.3682
633,-37.1057
634,-41.0153
635,-38.3965
636,-40.1487
637,-37.6271
638,-39.9712
639,-44.4353
640,-43.8113
641,-46.1325
642,-41.4756
643,-38.2151
644,-38.5379
645,-36.2217
646,-36.8029
647,-40.0778
648,-38.6916
649,-39.7351
650,-43.824
651,-42.6611
652,-44.2274
653,-44.7679
654,-45.1133
655,-41.9495
656,-41.12
657,-37.6494
658,-37.2043
659,-35.0497
660,-37.8073
661,-42.3794
662,-38.6913
663,-35.1756
664,-38.7937
665,-39.09
666,-38.5973
667,-40.9022
668,-37.5523
669,-35.8867
670,-35.1309
671,-33.5546
672,-30.4647
673,-34.95
674,-38.2153
675,-36.457
676,-37.825
677,-40.3907
678,-36.7628
679,-32.3401
680,-35.1531
681,-33.7812
682,-30.1625
683,-30.1913
684,-32.5419
685,-34.8253
686,-34.1679
687,-38.9269
688,-41.6575
689,-37.9702
690,-35.5192
691,-31.5575
692,-29.57
693,-27.5917
694,-23.7008
695,-21.0213
696,-19.0471
697,-17.3097
698,-15.9754
699,-17.1967
700,-21.7257
701,-22.6938
702,-26.9654
703,-24.5485
704,-24.1348
705,-25.3651
706,-28.4311
707,-25.6102
708,-27.4528
709,-27.6319
710,-31.7914
711,-28.9443
712,-32.7339
713,-29.2464
714,-31.0998
715,-27.0224
716,-29.6227
717,-28.3848
718,-30.912
719,-30.111
720,-28.2901
721,-23.8727
722,-23.2284
723,-22.4423
724,-21.7926
725,-19.1436
726,-19.7766
727,-24.533
728,-28.6894
729,-24.6754
730,-24.1794
731,-27.9005
732,-32.5343
733,-31.4686
734,-30.4357
735,-28.2989
736,-28.6313
737,-29.4183
738,-28.0781
739,-26.8895
740,-23.8187
741,-19.2957
742,-19.9083
743,-22.3979
744,-20.9267
745,-25.3369
746,-27.5383
747,-24.4567
748,-27.1308
749,-26.3675
750,-23.553
751,-20.9999
752,-22.0132
753,-18.5218
754,-17.4262
755,-21.906
756,-22.8602
757,-25.0073
758,-20.4715
759,-16.5352
760,-16.3109
761,-17.6009
762,-13.5233
763,-10.3072
764,-8.43464
765,-8.10921
766,-12.1186
767,-10.8431
768,-9.51647
769,-7.00175
770,-4.67853
771,-1.83724
772,0.310613
773,-4.05184
774,-8.14011
775,-6.45471
776,-9.25174
777,-8.94249
778,-5.96685
779,-10.1462
780,-11.9812
781,-15.0591
782,-18.9188
783,-13.981
784,-11.4741
785,-15.2316
786,-12.0902
787,-13.26
788,-8.99027
789,-7.92685
790,-12.0995
791,-15.9286
792,-12.9995
793,-16.4261
794,-17.1689
795,-12.6391
796,-12.1638
797,-14.7271
798,-17.3584
799,-14.1218
800,-9.34265
801,-12.5423
802,-9.0377
803,-6.64483
804,-9.84362
805,-12.7651
806,-12.8154
807,-8.68465
808,-5.96232
809,-2.37831
810,-4.10241
811,-8.97558
812,-5.91248
813,-9.30432
814,-9.13201
815,-7.02626
816,-3.32389
817,-5.60548
818,-0.712852
819,-4.16472
820,-8.16219
821,-4.38344
822,-6.7525
823,-9.88302
824,-13.5495
825,-16.9547
826,-14.0477
827,-12.3976
828,-8.57642
829,-4.82313
830,-9.65081
831,-6.39828
832,-4.02991
833,-1.19913
834,-1.51267
835,-6.12882
836,-6.48305
837,-3.28725
838,-3.6188
839,0.52751
840,-3.7205
841,0.769004
842,-3.6114
843,-1.97211
844,-6.6232
845,-6.31897
846,-1.33241
847,3.46629
848,6.47814
849,7.02225
850,6.49959
851,7.69912
852,7.62997
853,4.59352
854,6.3403
855,4.40944
856,0.0204296
857,3.99374
858,-0.411432
859,3.00166
860,2.82967
861,-1.14077
862,-2.89859
863,-7.31376
864,-9.62835
865,-14.099
866,-10.5187
867,-10.7791
868,-11.4732
869,-14.7067
870,-17.3457
871,-16.9735
872,-21.0344
873,-18.2454
874,-16.6848
875,-18.983
876,-21.8256
877,-25.3603
878,-21.6945
879,-19.0362
880,-19.3031
881,-16.3374
882,-14.4687
883,-14.4702
884,-10.0516
885,-12.0263
886,-12.4739
887,-13.3131
888,-15.6147
889,-20.3372
890,-15.5575
891,-20.3211
892,-18.9147
893,-14.5347
894,-13.5714
895,-15.9461
896,-16.577
897,-12.5865
898,-7.71066
899,-5.26942
900,-4.80103
901,-2.83089
902,1.86471
903,6.80883
904,3.46629
905,2.48761
906,0.134421
907,-3.72788
908,-0.717097
909,3.70718
910,2.28116
911,2.15814
912,6.7612
913,2.02481
914,-0.698585
915,3.95345
916,2.3974
917,1.89784
918,2.88038
919,2.99069
920,-1.88352
921,0.535118
922,1.50776
923,6.09775
924,5.16625
925,3.66837
926,7.84118
927,9.05395
928,6.73385
929,7.0008
930,9.33413
931,11.1935
932,6.3075
933,2.76433
934,7.09388
935,9.88413
936,8.51313
937,13.259
938,16.3987
939,17.0745
940,19.3074
941,21.5577
942,18.7241
943,20.8115
944,18.2307
945,22.2131
946,23.7074
947,22.0415
948,19.6916
949,15.8232
950,11.2469
951,10.7796
952,11.2691
953,12.1423
954,14.7377
955,15.012
956,11.5189
957,13.1837
958,9.83377
959,12.6559
960,13.0606
961,16.6072
962,17.0347
963,20.3882
964,17.2705
965,14.3379
966,13.9401
967,13.8613
968,17.5783
969,21.4047
970,18.2741
971,18.7219
972,23.5494
973,26.1192
974,25.172
975,21.8997
976,25.9484
977,28.4311
978,28.8521
979,29.3827
980,25.7204
981,29.3667
982,32.5864
983,33.5971
984,32.0157
985,30.4661
986,28.7963
987,29.8692
988,28.6443
989,29.134
990,24.8471
991,22.4285
992,27.3253
993,25.9077
994,21.2899
995,23.1616
996,24.2074
997,19.7439
998,17.664
999,13.9668
1000,11.0331
1001,6.93183
1002,10.9788
1003,8.89319
1004,12.4961
1005,14.826
1006,11.9143
1007,11.2316
1008,10.2052
1009,9.277
1010,8.95599
1011,8.06316
1012,6.97699
1013,8.10809
1014,12.2282
1015,10.115
1016,13.9375
1017,11.2212
1018,11.9404
1019,14.9825
1020,16.8414
1021,16.0835
1022,12.3559
1023,8.47112
1024,6.81612
1025,8.43611
1026,10.5438
1027,11.3021
1028,6.32054
1029,1.77641
1030,0.36421
1031,2.79401
1032,0.319008
1033,-0.251612
1034,1.7448
1035,-0.00851351
1036,-1.79075
1037,-2.3383
1038,-5.78393
1039,-6.99517
1040,-6.205
1041,-6.79276
1042,-6.25218
1043,-2.86496
1044,-6.64744
1045,-4.5216
1046,-6.5323
1047,-5.26941
1048,-5.88491
1049,-9.65633
1050,-8.03673
1051,-3.91887
1052,-6.85846
1053,-4.35418
1054,-3.92878
1055,-6.86348
1056,-2.25729
1057,1.02879
1058,5.64527
1059,3.58314
1060,1.24549
1061,0.726483
1062,-0.887899
1063,0.625844
1064,-0.394615
1065,3.73579
1066,0.937109
1067,4.8597
1068,7.01756
1069,8.3315
1070,4.96206
1071,2.43444
1072,0.754154
1073,-3.43694
1074,-4.50445
1075,-7.01359
1076,-10.9678
1077,-6.81289
1078,-4.68877
1079,-7.58275
1080,-11.2329
1081,-7.17146
1082,-8.16331
1083,-10.3894
1084,-10.0812
1085,-6.85626
1086,-8.8029
1087,-13.2255
1088,-9.60002
1089,-9.69138
1090,-8.17612
1091,-7.89606
1092,-8.87722
1093,-11.9313
1094,-10.2224
1095,-8.99745
1096,-4.19993
1097,-7.76701
1098,-9.73264
1099,-13.0293
1100,-15.2736
1101,-11.1879
1102,-7.28005
1103,-5.01857
1104,-3.1474
1105,-3.06543
1106,-4.15491
1107,-6.15814
1108,-5.02541
1109,-2.24339
1110,2.67224
1111,0.829372
1112,-0.245599
1113,-0.729235
1114,-1.67988
1115,0.0490879
1116,-1.83001
1117,-4.94841
1118,-2.28286
1119,-3.03757
1120,-4.33725
1121,-1.53187
1122,-2.34882
1123,-1.02951
1124,-4.7405
1125,-6.14064
1126,-7.51892
1127,-6.96737
1128,-8.02255
1129,-12.2104
1130,-16.6423
1131,-19.3016
1132,-20.1812
1133,-20.4246
1134,-21.5601
1135,-22.7472
1136,-18.5054
1137,-13.5945
1138,-13.0543
1139,-8.17573
1140,-10.173
1141,-8.14439
1142,-10.5681
1143,-14.2845
1144,-18.9018
1145,-20.4632
1146,-19.9259
1147,-17.2626
1148,-19.2657
1149,-22.8006
1150,-22.8733
1151,-25.8985
1152,-29.3441
1153,-25.8088
1154,-26.668
1155,-31.2566
1156,-27.1267
1157,-30.2539
1158,-29.2744
1159,-25.6951
1160,-21.3325
1161,-17.2285
1162,-19.9877
1163,-22.1913
1164,-23.7393
1165,-25.679
1166,-20.7664
1167,-21.0837
1168,-23.7654
1169,-26.8208
1170,-22.3753
1171,-26.3929
1172,-27.8607
1173,-27.1825
1174,-22.8205
1175,-26.2424
1176,-22.182
1177,-20.1732
1178,-22.6811
1179,-19.1353
1180,-21.3799
1181,-17.8423
1182,-15.0246
1183,-12.0335
1184,-15.1118
1185,-14.9515
1186,-12.4803
1187,-11.1644
1188,-9.3084
1189,-10.6675
1190,-10.6745
1191,-7.53238
1192,-7.91351
1193,-10.9005
1194,-8.06941
1195,-10.3992
1196,-6.12181
1197,-9.19408
1198,-6.42186
1199,-8.03377
1200,-4.8555
1201,-9.13588
1202,-13.5942
1203,-17.3112
1204,-15.0902
1205,-11.2951
1206,-14.6785
1207,-14.8783
1208,-12.2912
1209,-15.7419
1210,-17.9022
1211,-17.0213
1212,-20.1715
1213,-18.327
1214,-14.5794
1215,-16.6755
1216,-19.1816
1217,-16.7742
1218,-16.3272
1219,-19.6445
1220,-23.9485
1221,-28.2186
1222,-30.043
1223,-28.5601
1224,-29.7893
1225,-28.3917
1226,-23.9528
1227,-24.1007
1228,-23.8612
1229,-21.8595
1230,-18.8734
1231,-22.3411
1232,-19.5226
1233,-20.6826
1234,-19.5348
1235,-20.9983
1236,-21.2637
1237,-25.8183
1238,-30.5587
1239,-35.5339
1240,-34.6172
1241,-34.2055
1242,-37.4095
1243,-32.8652
1244,-33.216
1245,-35.5295
1246,-30.9997
1247,-32.9288
1248,-30.3074
1249,-32.4835
1250,-36.9625
1251,-36.1602
1252,-38.5675
1253,-41.6249
1254,-37.3471
1255,-37.6816
1256,-32.7421
1257,-35.1335
1258,-37.5309
1259,-33.8551
1260,-37.8454
1261,-36.79
1262,-39.0121
1263,-43.2912
1264,-38.9586
1265,-40.9933
1266,-41.7728
1267,-36.9655
1268,-33.1175
1269,-31.6978
1270,-36.6776
1271,-33.2209
1272,-31.3897
1273,-35.6141
1274,-35.5172
1275,-38.1378
1276,-35.3743
1277,-37.1615
1278,-32.6952
1279,-28.0243
1280,-23.5777
1281,-18.7181
1282,-20.5274
1283,-21.0168
1284,-20.4257
1285,-17.8664
1286,-17.3364
1287,-21.3533
1288,-16.3536
1289,-17.8431
1290,-14.5268
1291,-16.831
1292,-14.5053
1293,-17.2557
1294,-16.2888
1295,-14.7773
1296,-16.2137
1297,-21.0057
1298,-17.1999
1299,-18.3106
1300,-20.4697
1301,-20.8209
1302,-16.8103
1303,-18.2461
1304,-19.7098
1305,-16.583
1306,-21.3849
1307,-22.8556
1308,-25.1038
1309,-29.1964
1310,-34.0134
1311,-36.5268
1312,-40.5605
1313,-42.7705
1314,-38.4057
1315,-41.0767
1316,-42.1884
1317,-43.106
1318,-44.3112
1319,-46.2095
1320,-43.2126
1321,-40.5341
1322,-40.9697
1323,-43.1204
1324,-47.4374
1325,-52.1997
1326,-55.3331
1327,-54.3781
1328,-51.3157
1329,-55.0929
1330,-50.6213
1331,-48.0336
1332,-50.4884
1333,-52.2675
1334,-47.867
1335,-46.4751
1336,-44.7212
1337,-48.8406
1338,-45.4364
1339,-43.7438
1340,-47.3769
1341,-47.7441
1342,-52.4821
1343,-56.9421
1344,-60.4151
1345,-56.6321
1346,-57.1076
1347,-58.5041
1348,-55.5449
1349,-55.5787
1350,-55.7893
1351,-53.3409
1352,-54.0603
1353,-56.8255
1354,-57.097
1355,-57.064
1356,-57.6341
1357,-55.3526
1358,-56.996
1359,-55.2179
1360,-52.6135
1361,-51.7029
1362,-52.6414
1363,-52.9772
1364,-49.3039
1365,-52.2503
1366,-56.7949
1367,-60.2176
1368,-63.7362
1369,-61.8853
1370,-61.9918
1371,-65.7873
1372,-62.5707
1373,-60.1463
1374,-56.8443
1375,-57.4604
1376,-53.7203
1377,-52.654
1378,-55.0839
1379,-57.0455
1380,-55.5241
1381,-53.3902
1382,-49.6049
1383,-47.5962
1384,-45.7103
1385,-46.3265
1386,-49.093
1387,-48.5141
1388,-46.895
1389,-42.3768
1390,-38.2863
1391,-43.209
1392,-46.9437
1393,-42.3438
1394,-46.2076
1395,-50.6102
1396,-50.9854
1397,-52.9099
1398,-49.8641
1399,-49.9915
1400,-47.5152
1401,-46.7018
1402,-48.4367
1403,-49.0051
1404,-53.6125
1405,-58.3557
1406,-56.2558
1407,-58.6032
1408,-61.1224
1409,-62.812
1410,-66.732
1411,-63.9865
1412,-63.8358
1413,-68.3712
1414,-67.6425
1415,-63.6844
1416,-65.7629
1417,-69.1886
1418,-73.0375
1419,-71.5339
1420,-71.0597
1421,-74.4707
1422,-71.9337
1423,-69.6749
1424,-73.2861
1425,-73.0533
1426,-68.7927
1427,-66.8394
1428,-71.3205
1429,-76.008
1430,-73.4242
1431,-77.6849
1432,-80.7351
1433,-78.0313
1434,-78.4765
1435,-76.2679
1436,-71.998
1437,-68.4155
1438,-68.5912
1439,-67.4898
1440,-70.7187
1441,-65.9948
1442,-62.1786
1443,-64.8599
1444,-65.8589
1445,-69.954
1446,-72.7306
1447,-73.9654
1448,-75.118
1449,-77.5731
1450,-72.6235
1451,-75.0561
1452,-71.382
1453,-68.4439
1454,-73.1179
1455,-77.7758
1456,-81.6217
1457,-79.7889
1458,-82.8131
1459,-78.8665
1460,-75.4517
1461,-75.2562
1462,-76.3867
1463,-73.8522
1464,-74.6106
1465,-76.7007
1466,-72.8642
1467,-72.3757
1468,-68.3236
1469,-64.4831
1470,-68.8842
1471,-64.1888
1472,-67.7085
1473,-63.4264
1474,-64.6079
1475,-61.6593
1476,-59.2864
1477,-56.3448
1478,-54.0714
1479,-52.8245
1480,-57.0229
1481,-58.6835
1482,-53.845
1483,-57.6761
1484,-59.6494
1485,-59.7492
1486,-60.2457
1487,-60.5296
1488,-62.8755
1489,-65.2306
1490,-62.5546
1491,-65.9826
1492,-63.198
1493,-58.4084
1494,-55.6347
1495,-54.0235
1496,-52.3322
1497,-51.2118
1498,-54.8086
1499,-52.3247
1500,-51.9049
1501,-51.2026
1502,-51.3574
1503,-50.5256
1504,-52.2602
1505,-48.1212
1506,-52.7755
1507,-54.7633
1508,-56.9524
1509,-56.4874
1510,-60.0321
1511,-63.4748
1512,-64.6807
1513,-66.5899
1514,-70.1946
1515,-73.1016
1516,-69.6538
1517,-67.0706
1518,-65.5789
1519,-63.8275
1520,-65.5615
1521,-67.7415
1522,-62.898
1523,-66.8889
1524,-69.4187
1525,-65.7642
1526,-68.4472
1527,-65.2411
1528,-64.6877
1529,-60.2907
1530,-58.3029
1531,-62.1355
1532,-58.3379
1533,-58.8913
1534,-62.9336
1535,-61.2546
1536,-57.4808
1537,-56.873
1538,-56.5654
1539,-57.8995
1540,-61.6122
1541,-60.0593
1542,-59.7179
1543,-57.6558
1544,-55.6568
1545,-54.3329
1546,-54.9978
1547,-52.5834
1548,-55.8053
1549,-51.7904
1550,-47.4138
1551,-46.8992
1552,-51.11
1553,-48.9309
1554,-44.3237
1555,-45.7145
1556,-46.2174
1557,-43.7433
1558,-40.5406
1559,-42.462
1560,-38.9219
1561,-35.4979
1562,-34.2545
1563,-39.1312
1564,-36.1568
1565,-38.7035
1566,-36.5038
1567,-34.2829
1568,-33.3746
1569,-33.6539
1570,-37.8077
1571,-34.6683
1572,-30.375
1573,-32.4056
1574,-33.9471
1575,-35.4404
1576,-33.2888
1577,-28.625
1578,-28.3061
1579,-27.1374
1580,-29.9512
1581,-27.5557
1582,-29.5164
1583,-31.1373
1584,-31.7142
1585,-33.7902
1586,-34.1194
1587,-32.1091
1588,-30.9031
1589,-35.3079
1590,-39.837
1591,-37.5309
1592,-35.7939
1593,-33.7766
1594,-33.6402
1595,-36.4512
1596,-38.3977
1597,-36.1185
1598,-35.7988
1599,-38.9838
1600,-36.0355
1601,-39.992
1602,-38.9886
1603,-34.779
1604,-37.2749
1605,-35.7213
1606,-37.3774
1607,-39.1112
1608,-36.7197
1609,-35.5147
1610,-39.6641
1611,-36.8362
1612,-35.8887
1613,-31.5232
1614,-36.2688
1615,-36.0853
1616,-36.6104
1617,-39.6812
1618,-39.9667
1619,-44.4639
1620,-45.5032
1621,-49.7354
1622,-54.0844
1623,-57.9351
1624,-55.5534
1625,-54.8226
1626,-51.9384
1627,-56.8756
1628,-58.8784
1629,-62.6403
1630,-59.9397
1631,-55.1908
1632,-52.5532
1633,-55.3299
1634,-55.2978
1635,-57.542
1636,-58.243
1637,-61.0935
1638,-61.2905
1639,-65.6115
1640,-67.359
1641,-66.6938
1642,-68.6996
1643,-72.8395
1644,-73.569
1645,-73.335
1646,-78.3315
1647,-78.7283
1648,-83.5569
1649,-79.3192
1650,-79.5096
1651,-83.6531
1652,-80.3194
1653,-78.1947
1654,-78.5055
1655,-77.4893
1656,-75.486
1657,-74.3279
1658,-72.9606
1659,-74.954
1660,-72.1609
1661,-72.3519
1662,-70.5214
1663,-74.5046
1664,-76.6813
1665,-76.9053
1666,-76.2208
1667,-80.0853
1668,-83.6036
1669,-82.5276
1670,-81.094
1671,-84.8622
1672,-84.4833
1673,-82.8378
1674,-84.8934
1675,-83.8787
1676,-83.5583
1677,-83.4152
1678,-85.3401
1679,-84.5973
1680,-81.2996
1681,-76.4741
1682,-73.247
1683,-70.1358
1684,-66.6074
1685,-66.437
1686,-63.5344
1687,-59.2175
1688,-57.5704
1689,-57.6023
1690,-61.9403
1691,-65.9225
1692,-63.6908
1693,-68.2035
1694,-66.3543
1695,-70.7428
1696,-69.461
1697,-71.1269
1698,-68.6039
1699,-65.9859
1700,-70.7686
1701,-71.5385
1702,-72.6148
1703,-69.5954
1704,-64.8017
1705,-60.8956
1706,-61.1137
1707,-64.402
1708,-67.7941
1709,-71.9568
1710,-71.7442
1711,-70.8874
1712,-67.3176
1713,-63.6014
1714,-62.8381
1715,-62.8378
1716,-67.6562
1717,-65.0694
1718,-63.6678
1719,-65.3488
1720,-70.0661
1721,-66.0323
1722,-67.0098
1723,-65.6832
1724,-63.3112
1725,-65.1086
1726,-63.0003
1727,-59.3363
1728,-59.074
1729,-56.3326
