Name,Value
1629,181.96
1630,186.596
1631,186.913
1632,189.084
1633,193.111
1634,194.106
1635,189.262
1636,184.673
1637,181.483
1638,185.398
1639,189.676
1640,192.766
1641,197.005
1642,192.056
1643,196.653
1644,199.177
1645,196.39
1646,195.268
1647,192.888
1648,196.896
1649,192.18
1650,191.22
1651,192.236
1652,187.975
1653,186.615
1654,184.378
1655,187.103
1656,187.351
1657,183.882
1658,184.25
1659,182.734
1660,185.883
1661,190.276
1662,192.589
1663,191.223
1664,193.958
1665,193.901
1666,191.114
1667,187.215
1668,187.404
1669,187.086
1670,189.803
1671,187.78
1672,183.832
1673,185.684
1674,181.412
1675,177.512
1676,180.817
1677,179.869
1678,182.74
1679,186.698
1680,187.626
1681,190.771
1682,194.879
1683,196.129
1684,198.383
1685,197.095
1686,198.107
1687,193.278
1688,193.239
1689,194.893
1690,190.098
1691,194.063
1692,194.731
1693,192.16
1694,191.95
1695,193.89
1696,194.635
1697,192.243
1698,195.371
1699,198.336
1700,200.317
1701,195.445
1702,198.565
1703,195.06
1704,193.13
1705,190.687
1706,194.569
1707,193.574
1708,194.867
1709,196.065
1710,198.721
1711,195.068
1712,194.172
1713,197.375
1714,201.132
1715,203.333
1716,201.542
1717,196.759
1718,197.924
1719,199.053
1720,202.562
1721,198.348
1722,196.002
1723,199.279
1724,195.617
1725,193.761
1726,195.423
1727,193.194
1728,195.02
1729,190.942
1730,194.226
1731,195.278
1732,197.262
1733,199.833
1734,195.728
1735,196.353
1736,191.777
1737,190.103
1738,187.366
1739,188.054
1740,187.897
1741,190.858
1742,190.541
1743,193.78
1744,192.271
1745,190.08
1746,190.47
1747,185.734
1748,183.424
1749,180.74
1750,176.855
1751,175.423
1752,180.16
1753,182.785
1754,181.165
1755,184.075
1756,183.26
1757,183.254
1758,182.812
1759,181.133
1760,181.871
1761,185.084
1762,183.61
1763,181.676
1764,180.988
1765,185.555
1766,182.966
1767,184.742
1768,180.232
1769,175.511
1770,176.107
1771,179.143
1772,183.317
1773,184.935
1774,184.509
1775,183.166
1776,186.243
1777,183.014
1778,181.466
1779,177.861
1780,177.552
1781,174.13
1782,170.888
1783,169.875
1784,173.002
1785,172.174
1786,167.864
1787,169.228
1788,170.771
1789,172.457
1790,170.362
1791,174.901
1792,177.671
1793,173.823
1794,170.545
1795,171.388
1796,168.14
1797,164.967
1798,168.616
1799,172.402
1800,171.004
1801,172.257
1802,170.029
1803,165.094
1804,165.104
1805,168.709
1806,173.191
1807,171.696
1808,171.007
1809,167.588
1810,163.457
1811,165.923
1812,166.757
1813,166.176
1814,170.65
1815,165.851
1816,168.788
1817,170.592
1818,167.986
1819,166.478
1820,168.009
1821,170.567
1822,166.402
1823,163.209
1824,163.741
1825,162.605
1826,161.873
1827,163.361
1828,161.554
1829,165.686
1830,164.982
1831,166.28
1832,164.172
1833,160.939
1834,160.004
1835,155.728
1836,155.906
1837,154.399
1838,159.163
1839,162.258
1840,160.896
1841,158.135
1842,157.542
1843,155.186
1844,150.29
1845,154.147
1846,158.713
1847,161.594
1848,160.652
1849,156.381
1850,161.169
1851,163.542
1852,160.362
1853,165.052
1854,167.453
1855,168.678
1856,166.415
1857,171.198
1858,174.702
1859,177.2
1860,177.042
1861,175.073
1862,177.534
1863,179.314
1864,182.243
1865,184.068
1866,185.546
1867,184.917
1868,184.566
1869,186.024
1870,185.225
1871,189.57
1872,192.907
1873,192.868
1874,197.181
1875,192.781
1876,192.449
1877,188.806
1878,189.476
1879,188.096
1880,183.451
1881,180.498
1882,182.802
1883,181.592
1884,177.017
1885,174.836
1886,174.143
1887,172.608
1888,171.707
1889,175.648
1890,173.944
1891,174.554
1892,175.727
1893,178.468
1894,177.216
1895,179.466
1896,182.153
1897,179.071
1898,182.215
1899,177.804
1900,177.362
1901,180.214
1902,179.486
1903,177.345
1904,175.767
1905,180.765
1906,184.403
1907,187.954
1908,189.204
1909,192.545
1910,196.847
1911,197.808
1912,201.934
1913,200.726
1914,200.14
1915,196.29
1916,196.027
1917,192.112
1918,188.844
1919,189.219
1920,190.942
1921,186.858
1922,190.451
1923,192.82
1924,197.383
1925,199.449
1926,196.189
1927,193.174
1928,188.266
1929,191.226
1930,186.909
1931,189.833
1932,185.376
1933,187.42
1934,188.341
1935,191.919
1936,194.817
1937,195.027
1938,191.504
1939,187.696
1940,190.654
1941,190.583
1942,186.518
1943,189.633
1944,187.393
1945,182.438
1946,180.134
1947,181.066
1948,180.876
1949,185.422
1950,181.636
1951,178.728
1952,176.962
1953,172.973
1954,176.027
1955,180.386
1956,183.567
1957,188.249
1958,183.572
1959,183.613
1960,182.484
1961,184.551
1962,186.624
1963,182.365
1964,180.923
1965,181.616
1966,178.727
1967,182.154
1968,177.644
1969,180.339
1970,181.735
1971,178.089
1972,180.925
1973,177.557
1974,174.775
1975,179.648
1976,177.588
1977,173.867
1978,174.733
1979,175.213
1980,173.016
1981,173.91
1982,177.751
1983,179.581
1984,182.02
1985,185.305
1986,183.599
1987,183.363
1988,184.671
1989,182.162
1990,184.089
1991,183.886
1992,180.375
1993,177.197
1994,179.002
1995,176.544
1996,177.857
1997,176.953
1998,177.302
1999,176.705
2000,172.912
2001,172.838
2002,173.377
2003,172.748
2004,172.097
2005,167.308
2006,166.392
2007,169.59
2008,168.088
2009,169.514
2010,174.022
2011,175.79
2012,176.207
2013,179.097
2014,181.005
2015,185.515
2016,187.058
2017,189.415
2018,187.314
2019,183.892
2020,179.911
2021,183.593
2022,179.868
2023,179.351
2024,177.348
2025,178.82
2026,175.244
2027,170.716
2028,165.836
2029,163.982
2030,165.993
2031,162.276
2032,166.582
2033,166.288
2034,164.385
2035,168.939
2036,164.194
2037,163.103
2038,167.114
2039,163.076
2040,158.346
2041,153.901
2042,153.153
2043,148.892
2044,145.462
2045,147.053
2046,148.619
2047,148.588
2048,149.109
2049,146.883
2050,151.143
2051,155.744
2052,151.817
2053,148.576
2054,148.026
2055,149.461
2056,151.033
2057,148.938
2058,150.469
2059,155.146
2060,159.496
2061,162.967
2062,161.58
2063,162.817
2064,166.047
2065,169.341
2066,168.809
2067,167.59
2068,168.816
2069,167.34
2070,164.578
2071,169.035
2072,173.838
2073,174.75
2074,177.898
2075,178.763
2076,178.343
2077,176.655
2078,173.814
2079,171.674
2080,169.869
2081,173.394
2082,174.272
2083,170.356
2084,170.829
2085,173.245
2086,177.649
2087,177.705
2088,181.862
2089,183.886
