BMag,IZqnq,98,5,"dest_value=22"
BMag,EKs,54,5,"dest_value=35"
BMag,rCc,81,5,"dest_value=53"
BMag,SFx,16,5,"dest_value=76"
BMag,lBm,33,5,"dest_value=44"
BMag,NuZkF,37,5,"dest_value=56"
BMag,cvJbN,99,5,"dest_value=73"
BMag,nAlhJh,68,5,"dest_value=21"
BMag,SCoCt,77,5,"dest_value=98"
BMag,yUkP,57,5,"dest_value=45"
uyadW,WWmo,75,5,"src_value=76"
uyadW,VMC,98,5
uyadW,XhXB,73,5
qDUMJ,WWmo,93,7,"src_value=25"
qDUMJ,VMC,3,7
qDUMJ,XhXB,17,7
qDUMJ,njuA,39,7
qDUMJ,FjxTe,75,7
qDUMJ,mOODWI,17,7
qDUMJ,uSiTuw,35,7
qDUMJ,HRBj,64,7
qDUMJ,AwcGx,76,7
qDUMJ,qUIxL,24,7
qDUMJ,qlkHRF,50,7
qDUMJ,RUH,27,7
qDUMJ,GTrpqF,96,7
qDUMJ,nOeYb,80,7
qDUMJ,gHZM,71,7
qDUMJ,nnlW,66,7
qDUMJ,nTA,58,7
qDUMJ,wBsaRA,10,7
qDUMJ,WCHzKV,49,7
qDUMJ,IZqnq,90,7
Hpvot,WWmo,42,8,"src_value=83"
PjuotL,WWmo,32,6,"src_value=38"
PjuotL,VMC,34,6
PjuotL,XhXB,51,6
PjuotL,njuA,91,6
PjuotL,FjxTe,44,6
PjuotL,mOODWI,70,6
PjuotL,uSiTuw,42,6
PjuotL,HRBj,44,6
PjuotL,AwcGx,72,6
PjuotL,qUIxL,81,6
PjuotL,qlkHRF,44,6
PjuotL,RUH,8,6
PjuotL,GTrpqF,78,6
PjuotL,nOeYb,67,6
PjuotL,gHZM,35,6
PjuotL,nnlW,80,6
PjuotL,nTA,56,6
yUkP,WWmo,49,6
yUkP,VMC,74,6
yUkP,XhXB,5,6
yUkP,njuA,10,6
yUkP,FjxTe,96,6
yUkP,mOODWI,34,6
yUkP,uSiTuw,29,6
yUkP,HRBj,52,6
yUkP,AwcGx,62,6
yUkP,qUIxL,86,6
yUkP,qlkHRF,53,6
yUkP,RUH,69,6
yUkP,GTrpqF,81,6
yUkP,nOeYb,92,6
yUkP,gHZM,37,6
yUkP,nnlW,65,6
yUkP,nTA,20,6
yUkP,wBsaRA,59,6
yUkP,WCHzKV,59,6
yUkP,IZqnq,85,6
yUkP,EKs,32,6
yUkP,rCc,20,6
yUkP,SFx,60,6
yUkP,lBm,66,6
yUkP,NuZkF,81,6
SCoCt,WWmo,83,5
SCoCt,VMC,68,5
SCoCt,XhXB,9,5
SCoCt,njuA,19,5
SCoCt,FjxTe,10,5
SCoCt,mOODWI,83,5
SCoCt,uSiTuw,87,5
nAlhJh,WWmo,94,7
nAlhJh,VMC,42,7
nAlhJh,XhXB,2,7
nAlhJh,njuA,28,7
nAlhJh,FjxTe,35,7
nAlhJh,mOODWI,90,7
nAlhJh,uSiTuw,1,7
nAlhJh,HRBj,97,7
nAlhJh,AwcGx,84,7
nAlhJh,qUIxL,25,7
nAlhJh,qlkHRF,19,7
nAlhJh,RUH,32,7
nAlhJh,GTrpqF,89,7
cvJbN,WWmo,64,5
NuZkF,WWmo,46,5
NuZkF,VMC,23,5
NuZkF,XhXB,70,5
NuZkF,njuA,89,5
NuZkF,FjxTe,89,5
NuZkF,mOODWI,13,5
NuZkF,uSiTuw,2,5
NuZkF,HRBj,99,5
NuZkF,AwcGx,81,5
NuZkF,qUIxL,60,5
NuZkF,qlkHRF,31,5
NuZkF,RUH,30,5
NuZkF,GTrpqF,73,5
NuZkF,nOeYb,11,5
NuZkF,gHZM,38,5
NuZkF,nnlW,15,5
NuZkF,nTA,96,5
NuZkF,wBsaRA,7,5
NuZkF,WCHzKV,81,5
NuZkF,IZqnq,94,5
NuZkF,EKs,95,5
lBm,WWmo,13,8
lBm,VMC,78,8
lBm,XhXB,22,8
lBm,njuA,40,8
lBm,FjxTe,27,8
lBm,mOODWI,37,8
lBm,uSiTuw,88,8
lBm,HRBj,57,8
lBm,AwcGx,94,8
lBm,qUIxL,62,8
SFx,WWmo,100,8
SFx,VMC,79,8
SFx,XhXB,37,8
rCc,WWmo,74,2
rCc,VMC,95,2
rCc,XhXB,35,2
rCc,njuA,76,2
rCc,FjxTe,30,2
rCc,mOODWI,62,2
rCc,uSiTuw,62,2
rCc,HRBj,2,2
rCc,AwcGx,70,2
rCc,qUIxL,69,2
rCc,qlkHRF,86,2
rCc,RUH,93,2
rCc,GTrpqF,53,2
rCc,nOeYb,9,2
rCc,gHZM,48,2
rCc,nnlW,82,2
rCc,nTA,37,2
rCc,wBsaRA,92,2
rCc,WCHzKV,45,2
EKs,WWmo,37,6
EKs,VMC,61,6
EKs,XhXB,27,6
EKs,njuA,32,6
IZqnq,WWmo,99,6
IZqnq,VMC,43,6
IZqnq,XhXB,4,6
IZqnq,njuA,33,6
IZqnq,FjxTe,36,6
IZqnq,mOODWI,82,6
IZqnq,uSiTuw,32,6
IZqnq,HRBj,25,6
IZqnq,AwcGx,8,6
IZqnq,qUIxL,55,6
IZqnq,qlkHRF,67,6
IZqnq,RUH,47,6
IZqnq,GTrpqF,69,6
IZqnq,nOeYb,82,6
WCHzKV,WWmo,7,5
WCHzKV,VMC,25,5
WCHzKV,XhXB,43,5
WCHzKV,njuA,64,5
WCHzKV,FjxTe,85,5
WCHzKV,mOODWI,31,5
WCHzKV,uSiTuw,49,5
WCHzKV,HRBj,15,5
WCHzKV,AwcGx,42,5
WCHzKV,qUIxL,68,5
WCHzKV,qlkHRF,87,5
WCHzKV,RUH,14,5
WCHzKV,GTrpqF,92,5
wBsaRA,WWmo,61,3
wBsaRA,VMC,22,3
wBsaRA,XhXB,45,3
wBsaRA,njuA,67,3
wBsaRA,FjxTe,49,3
wBsaRA,mOODWI,83,3
wBsaRA,uSiTuw,97,3
nTA,WWmo,32,7
nTA,VMC,74,7
nTA,XhXB,90,7
nTA,njuA,28,7
nTA,FjxTe,67,7
nTA,mOODWI,4,7
nTA,uSiTuw,85,7
nTA,HRBj,88,7
nTA,AwcGx,36,7
nTA,qUIxL,41,7
nTA,qlkHRF,28,7
nTA,RUH,42,7
nTA,GTrpqF,14,7
nTA,nOeYb,32,7
nnlW,WWmo,82,2
nnlW,VMC,30,2
nnlW,XhXB,31,2
nnlW,njuA,80,2
nnlW,FjxTe,61,2
nnlW,mOODWI,18,2
nnlW,uSiTuw,61,2
nnlW,HRBj,2,2
nnlW,AwcGx,4,2
nnlW,qUIxL,64,2
nnlW,qlkHRF,97,2
nnlW,RUH,33,2
nnlW,GTrpqF,98,2
nOeYb,WWmo,48,7
nOeYb,VMC,42,7
nOeYb,XhXB,4,7
nOeYb,njuA,29,7
nOeYb,FjxTe,73,7
nOeYb,mOODWI,60,7
GTrpqF,WWmo,10,4
GTrpqF,VMC,32,4
GTrpqF,XhXB,7,4
GTrpqF,njuA,45,4
GTrpqF,FjxTe,54,4
GTrpqF,mOODWI,23,4
RUH,WWmo,17,4
RUH,VMC,79,4
RUH,XhXB,61,4
RUH,njuA,62,4
RUH,FjxTe,34,4
RUH,mOODWI,2,4
RUH,uSiTuw,57,4
qlkHRF,WWmo,80,6
qlkHRF,VMC,83,6
qlkHRF,XhXB,38,6
qlkHRF,njuA,49,6
qlkHRF,FjxTe,76,6
qlkHRF,mOODWI,42,6
qlkHRF,uSiTuw,53,6
qlkHRF,HRBj,52,6
qlkHRF,AwcGx,88,6
qlkHRF,qUIxL,18,6
HRBj,WWmo,80,8
HRBj,VMC,2,8
HRBj,XhXB,40,8
HRBj,njuA,15,8
HRBj,FjxTe,97,8
uSiTuw,WWmo,55,8
uSiTuw,VMC,28,8
mOODWI,WWmo,78,1
mOODWI,VMC,42,1
mOODWI,XhXB,61,1
mOODWI,njuA,16,1
FjxTe,WWmo,43,6
FjxTe,VMC,99,6
FjxTe,XhXB,51,6
njuA,WWmo,82,7
XhXB,WWmo,28,7
XhXB,VMC,53,7
