Name,Value
neamxfup,-11.0831
uucedlev,-11.1361
daqafmzf,-9.78292
zsmleuet,-12.3309
aefalari,-7.79096
wtmbhszk,-8.42965
srmydlff,-11.2087
drqjnudq,-12.7683
zismkjuj,-11.1758
eiklblxv,-13.1214
cjtguala,-13.4038
tdljyozz,-16.0024
zrllciwg,-19.2791
qjsrupnx,-18.292
bifxlqxe,-22.5067
vlntzoua,-19.7204
fimhqiqi,-20.9375
rkcmzrjc,-22.1367
zoakgzrb,-21.5613
kexkttka,-18.9888
dyktjaea,-16.7745
kgolxzoy,-20.4806
pqlvpcza,-23.9258
iymbtyex,-27.6987
zqsiqwic,-32.2489
czpbyfao,-29.4883
xllnpmpx,-31.235
kdbgdfdc,-31.7152
vxknuvry,-28.8584
uiauqcin,-29.7509
pwaeirdv,-26.0225
uebylgcg,-30.2198
dnvxkoyg,-32.6035
zaapclct,-34.516
hfzpwckt,-37.0818
hntstvbx,-36.8545
kywupwco,-40.7228
wfdaqhtz,-39.4317
msolvbec,-38.1211
oxwkuxjf,-34.6329
whblegba,-35.069
lebbluaa,-39.0585
pqlkrroi,-38.5119
qkukkdrg,-38.6427
kttqzurm,-39.3185
aupnqpnf,-41.0031
harbrhlh,-44.2351
sfucklkw,-43.5138
gfnhbgtb,-41.1779
aioszeaj,-46.0278
erkyzvht,-44.9494
cbxmpjix,-45.2699
oxfrdasf,-48.8905
liymoyvt,-45.9596
rftqcale,-42.1642
eistrdqh,-46.2815
axyeysll,-46.1359
djxrjvmb,-46.4434
aftfgflm,-49.2362
pgfjjxsj,-50.3983
vrpvlbgo,-52.4163
mfgyaszd,-50.9066
auiibvur,-47.844
bzckyuwt,-52.3264
nlozownd,-52.9359
cvbeqahq,-50.8669
wraypurq,-46.0517
vtdtpznd,-47.201
mdcdcrgg,-44.3487
pjkfjuxh,-42.6811
lxfatwto,-43.044
ryhhzwmn,-40.5714
aqqejyky,-41.4609
hufsqeac,-45.7889
bhewgzkx,-44.7041
xsgyoumq,-39.7201
kcuudeuk,-36.5698
bafrgfvi,-39.0636
ocgubrsb,-40.8418
lazzvlsh,-44.2129
qobttyfw,-45.3737
ymperlog,-45.8939
pxcqoutz,-50.8438
xtasguzy,-53.1414
jdrebzab,-56.2573
lrhfeynt,-51.7702
vpmlmfkj,-52.9991
amdhhefq,-50.1053
jzumawpn,-49.6516
nzusxhnu,-52.1899
zzhlfrwh,-53.5516
fbomhwer,-53.5295
xyfzwvmk,-53.9773
uhetqrpp,-54.6098
twcypafu,-59.4509
dwjlunet,-64.1965
ojukegwa,-64.561
pctiwkzp,-60.0413
gepveusi,-62.7851
sbvoqzhe,-61.781
idrpkppb,-64.6127
sllovlfe,-61.8698
ruzvqtfj,-64.6111
uazlzjrk,-69.4816
mizyyqas,-72.1265
dngzanfr,-72.6704
hgnxauiw,-72.5984
xihwrbid,-70.4179
jhcjaebd,-68.1205
tjeuwjlf,-66.5738
qadsvlou,-65.6564
tyqmzzqk,-70.5195
iuwkaxot,-70.5016
juphgbnw,-67.1009
dqqadeux,-65.358
enjdobqy,-62.8202
xmjzlztw,-64.3986
tkezntxr,-63.8555
lntouoly,-66.9798
bxeraupy,-66.5331
gyxtxsqr,-65.2908
dwsqpqja,-61.1889
fdobtcaw,-65.9354
benbyczg,-62.9091
dxbarttu,-65.6029
pmngeyil,-66.8822
dxnwbnsc,-63.1114
thdtmfbp,-59.6264
ecpvwlsn,-56.7315
zfuffcqj,-60.556
bffeuagn,-59.0374
jmivrjkv,-58.4931
mcsknkxo,-55.0338
rttxyliz,-51.2069
rngnpmdb,-54.8963
alwtvhqj,-52.3359
ljvatuol,-48.2027
ojkouspn,-52.6297
hvbzkeak,-56.0063
rwemfuxs,-57.7249
fsszngmd,-57.7285
pwrmqgzx,-53.1187
ccyoiyya,-55.9131
xemebmxg,-60.3633
epftytyp,-63.4875
rpbhydhc,-60.8912
ffqogqod,-56.1619
vchwoget,-56.3093
wkowfnlx,-60.5422
enecqngx,-63.1695
vwlbnzgk,-62.9761
cpiswmnu,-65.201
ycqerbdv,-66.2171
qhaixigs,-66.1041
frvutdgx,-65.1821
uopqcdmb,-63.2081
hchagkvw,-64.3107
txfqgnkn,-60.8582
ehjzkpwf,-57.6903
foxhtkia,-57.8147
orawbxtv,-56.6704
xandpyqt,-54.9795
fbvsqrzx,-51.0437
hweaipcz,-52.4149
gevkcqfz,-55.0121
ssehswda,-52.034
xyuprtmz,-56.2281
rsbchebq,-61.0553
iyamphnj,-58.7674
brrupwwm,-58.2003
uqdnlpmc,-59.5565
iogruhhc,-63.6059
gjrxqegs,-66.1512
yzopvkcr,-62.0457
chfnxtrh,-65.5898
jyadhkip,-65.9901
tzokfvef,-64.9822
wsvuezlg,-64.1337
gqvfmomv,-61.1558
mpbwzjls,-65.5311
iaepxivv,-63.4339
cqpipbqx,-58.9489
tldfcrdq,-58.5165
gemfnaax,-54.2814
agmzrjut,-53.5341
zkcqlsqg,-53.5383
gtoimryt,-52.3669
xnamncjp,-50.0162
jxoajkvi,-49.0614
uzbhurqa,-52.1861
mekyxktu,-48.3568
zwgmarbj,-48.381
qrlzehka,-46.1539
gliceacs,-43.9641
eosbbmva,-48.8761
kdnkuqwm,-53.6255
khmoowox,-53.5127
jyzpyehc,-54.6144
uzfvncwz,-50.1264
hjkdbgql,-51.1081
pcbgaqdj,-49.9485
qeapkhtf,-48.9134
ibayfwxn,-44.2961
hjqjrgwh,-47.0996
iankssti,-42.541
ytzjcvqn,-41.2753
wqldpkqy,-40.4999
uhjnnguy,-39.988
gjiydeic,-41.7299
zinefdrd,-40.8116
vegkoxlk,-41.295
euytauti,-37.2591
eeihkrlj,-40.2014
byngbgjx,-41.0133
kpjzoulu,-42.2836
plqrgjcm,-44.0062
pkvzdhle,-46.5044
famjhxir,-50.7785
ptsdqgah,-52.0316
rqyzzalr,-48.9307
nhqqqbxx,-48.7836
elgljqea,-48.1418
mzfcffjy,-48.2667
vjyxmloz,-46.262
serkiqim,-41.5362
cqznjdnv,-37.0564
esxlyikv,-37.111
risdvgeo,-37.9331
nyavoijs,-35.7911
bifknufu,-37.0127
pcfpkpkd,-35.2073
zdhvlnly,-34.5617
llvawgsx,-31.8597
qahguoaj,-33.7451
sfyexlhy,-31.1256
oqvbegar,-28.2394
uxtseopw,-29.5005
oyckmcwe,-28.4897
kuihfrhv,-27.1571
idxolzff,-22.5757
yzzenobb,-26.4665
ofnaijgu,-29.4207
eqdlikjq,-25.8158
niebhjih,-21.2617
iimxwnan,-16.7366
uoncxwyd,-15.8553
mbrumamb,-19.8073
iqercnym,-15.6366
vmktbkgw,-15.0264
ywayszbg,-17.9155
asbounse,-20.2493
gwvijwug,-18.2636
ieakpiip,-15.3821
einyhrfk,-15.8427
liygvskd,-13.9619
rilceijo,-12.1169
mladtivy,-15.7227
riyabdkn,-20.5572
lltjffow,-20.6082
naztikkw,-19.206
vkcovxoo,-20.5764
hnojsbyg,-20.4162
orptyfqo,-20.66
frhpbtow,-22.8272
gqmbpbry,-19.0128
qhhiifoy,-21.2769
yfszlkns,-16.4015
bwkeqyaw,-15.0457
qmxhpqff,-13.6188
xpqiwggx,-13.4611
oywzkjtn,-11.5552
fdrvdtrv,-14.4329
iqexikfg,-15.5473
zxoxdwur,-10.8495
xqshzovh,-12.9276
tocziwuq,-14.9923
obpxlwfm,-12.1941
ttjzpgsm,-8.82796
wlwybtfu,-13.3497
hjtphqhy,-18.1531
rzxevcqr,-13.9673
vbqmhkbg,-16.7566
xxeyqltz,-15.3444
uoregycx,-17.5291
xzbvbtoy,-20.2951
xgmeqpko,-15.6251
oqogbjgy,-16.3911
yxcexeex,-16.0079
ffsibgiy,-14.3552
mueekrsy,-18.222
hhhjqnjq,-16.7598
klvhrbew,-21.466
gygjgoju,-16.8941
kozwhtxo,-15.8536
aeztrild,-19.8267
vimmjrks,-19.9411
rqbygnsr,-18.2316
brninkyn,-17.1342
oaihiwke,-21.8264
exsoqdgh,-20.6819
vjhcwcvz,-20.4771
vijiviyl,-16.3645
iitsedyj,-16.9058
crzswfcr,-16.0598
qlvpnsol,-15.7821
datyitjs,-20.3583
cemgklrm,-16.6016
eqhaxjto,-18.7023
wpdkjtxm,-18.9601
tqmdmyvo,-21.8943
ckwmvozb,-21.2991
egbcrusn,-19.9949
lxzvqwhk,-24.5315
pwnbulrw,-25.7608
xnlubkvi,-21.788
swmlqeye,-26.1983
daztwidn,-27.3016
etoyghxd,-22.9369
vixyusio,-26.4198
quzgaxmd,-28.5667
zlzwwejc,-32.2069
xadfjaie,-36.6633
khfgbnur,-32.2476
ktamsmss,-32.8147
yrqwxbyx,-27.9691
ddcnfntp,-27.3216
uyxworna,-27.5097
mnmhcgbc,-29.6803
ztyxwyua,-34.1921
cwpjlibg,-33.78
jyexstxg,-34.8131
jlnluqnt,-36.0484
lnqilmip,-36.3321
lxzwhaeq,-35.0982
aipseozn,-32.7656
coawhprs,-34.8191
ckapwkfh,-38.6027
jggrikji,-39.7028
vbbzpcot,-43.0247
qorzdjsf,-41.163
tuwpfbzo,-45.5902
jfhrrtam,-41.7465
udllhzhx,-39.909
pyzshrza,-40.4374
lysszthl,-42.6002
aqcrjeef,-41.2641
jrrqtyqi,-36.6621
ypdgiegv,-37.1601
caoetxpt,-33.4679
ntlzarej,-31.4012
ixcbxsmw,-35.1145
jpcrvkmy,-35.1189
laceztyn,-33.9132
oloocuak,-30.4757
scorwapf,-33.2482
rtymgmmr,-30.712
nqxmlxba,-34.2548
irommqzg,-38.4094
snzqppxi,-36.9823
kvwqijjx,-40.6938
zjllgpnr,-41.7618
gbfsueao,-37.4008
tafkresb,-37.5049
apskydjz,-32.8238
mwmvlzou,-32.7483
dtoxaplt,-35.1764
pseixwjz,-35.8904
ndllhunv,-37.7461
qbsebgyg,-41.6172
cmdcdqxu,-40.1041
jbciaohn,-41.693
rsbaoqwg,-45.353
rqkuxkab,-42.3331
zfdcwczh,-42.5568
ebrgratj,-45.6701
swjimhog,-43.4167
azaxjbai,-45.8299
ifnghmpl,-47.0657
pgthgpsa,-50.1856
ldianxgn,-54.1518
yimjlmuu,-50.7027
rhayvqmm,-50.1599
yftfulhg,-54.5282
rqiepqrp,-56.0708
ydykpsei,-52.0714
bggwysjx,-54.0601
yeeuslcj,-52.7979
dknsaghz,-55.1681
jilaarie,-51.5666
xoayjlvj,-55.4091
sbdkogvs,-54.3315
simtqwuz,-52.0946
efbgyjkv,-53.4575
znviyqtq,-55.136
txcifxcz,-57.5595
houxkoyq,-60.837
vzxtijrk,-56.4512
wmsvfona,-59.9808
nqiupktx,-55.7665
zoulevca,-56.7743
ubvfkoph,-60.6128
bjeixtim,-64.9555
ltgbdaye,-64.3509
ousspuum,-67.8986
vsrhgioh,-66.3532
rsrrmadx,-62.3138
tkaymada,-65.5817
vxumrrao,-66.1131
jtvpbmzv,-68.1021
gqmusrul,-66.9241
bumpvrps,-64.5681
omghfhxo,-63.5159
aufcgexn,-68.2771
xljpcddg,-72.1756
yrvtinnw,-67.3923
btfgacwb,-68.315
wbffieuf,-65.589
pdwthbbh,-68.629
szccopap,-65.3381
ifxlhtmg,-62.5168
utncxhjo,-63.4011
kijtjlae,-61.2531
mciatjrc,-59.3529
oonyhbgd,-61.4468
wtitatjm,-61.1321
bsgnfitr,-58.0053
nbrgkikb,-59.6937
yzzfcfly,-64.2349
atramcoq,-62.7801
vudafyus,-65.7559
zlakwnnu,-67.0563
mmcptnnv,-63.7876
ihvwjjmg,-63.8127
grjnpdhp,-58.8135
qhbowojj,-57.9309
cnaxcpsm,-55.187
ypiiaxqi,-59.3695
ozvgecxv,-57.3952
myjiouts,-54.2194
jtrlljxj,-51.3487
aitafkjv,-49.2142
lgbqjylv,-52.8526
ywfotzgc,-49.7539
uzqhiprk,-49.5584
xknewwai,-45.7721
cbynclka,-45.4059
jqperxhn,-40.5148
xzvhqmsq,-42.8718
yfuxdufh,-43.9815
yfvasfad,-46.4412
xriqprgm,-42.2963
qbvipnyp,-44.7225
utmxptfn,-46.3026
ycpshqwh,-48.439
jezyxfmp,-48.2293
iixzxwps,-44.0053
rbpgxwwx,-48.4384
ylqidorn,-44.2167
sqlpyagg,-44.9741
idgfzvzs,-46.7939
ypzvnxvm,-44.1294
ilumznbt,-45.1626
dmkboqiy,-49.8039
tqevldpl,-50.2443
uojineww,-54.6734
rskqflli,-52.2841
zvmolwmg,-48.0479
msdzytmu,-50.1848
jxcxbavu,-47.5096
sfkxsxir,-51.0772
swhfswog,-55.4863
otfomtjy,-55.9883
rnvuospg,-52.4385
xbepzoir,-50.1992
kqzcmnic,-45.7028
gptvictb,-49.313
pqwdilmh,-45.5676
msylggfq,-49.9832
yeumterb,-53.2394
vkyfmrhd,-57.7222
jdjrovac,-54.1867
nyothtlf,-53.3048
zhuunlxi,-53.152
vwnjpwmz,-52.1208
zvspqvsf,-48.0885
tiaadnic,-48.8618
ucyhnvri,-53.7421
thtjdfkf,-49.8537
deuvzobv,-51.7968
wbvzpddl,-55.6267
fbvuzmes,-54.2017
vxdzfngi,-58.8948
ucdtrgon,-54.8046
impzrskz,-55.7862
whtvuypp,-56.4432
xtqciwmc,-60.2128
bqyswohg,-62.7498
awhsrutn,-59.7798
bmkxmbpk,-58.5258
whofgbjh,-60.0408
thzrygyy,-57.6459
fhswbllf,-62.3164
axcoytyx,-64.3416
bpchqnoj,-64.0935
vpavxatc,-59.8948
koanbnsd,-60.9689
kxslqsit,-65.1049
hmazzqiw,-62.6921
flrdnnfz,-63.8741
dingvhki,-64.1791
ecvxufqe,-60.825
ttdsjorp,-62.1695
bkuqzzqc,-65.0272
jfjhmvrt,-64.9768
xmsttkzm,-64.4031
ddgptzgu,-59.5668
kamjbcol,-64.1364
hzswulpt,-66.3411
xhostoex,-67.6068
tmommuiy,-69.4244
uujvzxii,-66.9226
wcesnvlm,-66.2354
eceyqkvl,-70.7891
xjxlfhlz,-68.7898
buwashjq,-66.6112
jplzlylp,-70.6776
asnsckdb,-70.0537
tcoyjzzl,-70.7893
uynofygq,-73.9798
orpzqdoq,-78.5871
vclzmodi,-79.2221
rrictknn,-80.6434
iddnbjdp,-76.1055
bvqtyfjv,-74.5974
jwuxlzfe,-74.3547
rqgmawzi,-69.6012
bexcncuq,-65.4581
xkjvrvsa,-67.07
rnacofif,-65.515
xptxnsho,-63.0111
yesmhmcg,-60.8021
zmeqjwta,-59.9142
ltfaanhy,-61.7652
ebxtvfhu,-60.6545
laiuokbn,-62.0994
yhghdzip,-62.9941
uprucysj,-60.368
bscxxmtk,-57.718
obhclksm,-55.585
rytuzdlt,-58.1877
ucnzbiie,-56.1289
ambzyulm,-57.0296
vsrjcjvt,-58.9122
jqqkwbds,-59.9143
esrhczle,-54.9837
mpdmlrzj,-51.8973
jssobpjm,-49.8878
hzwfbbyh,-45.2346
tpqwrdaf,-42.119
sgrgxspi,-41.3261
khynyizh,-38.8866
hvnkynts,-41.265
elqvpscj,-36.3905
aupxoeiz,-33.1795
ngonoovy,-31.49
lkkkzeed,-29.445
rwbgodsp,-29.9003
zhoooypd,-34.1062
ffrvtovh,-31.6688
ygtxmzad,-29.2873
vdmlheag,-27.5573
nrwdpnhw,-24.6994
tyuompxm,-29.686
xqljrlpm,-28.6595
pdayjagy,-24.1541
tdclsjjl,-22.3044
jdcxtzls,-25.7283
swejjtya,-21.7405
yyyhaffw,-23.3596
khhcsqqd,-28.1512
uscptphl,-30.2534
llvvgvve,-28.9494
twnvdtrp,-33.4957
cytxrjcn,-37.6418
dhexwnii,-33.2231
zffhacov,-29.0572
ybrdwksb,-31.7685
lmacvcrb,-33.7563
lvyiiisj,-38.6063
oxtqzhoa,-35.605
khdhrwkc,-30.8398
kkghoxia,-25.8814
uiidraoh,-25.0601
zhzaqnab,-23.3715
ugkocuso,-25.6202
gzvuyewv,-23.4915
ogafiooh,-24.214
yqiodkra,-28.1289
qbquxiif,-23.9692
jeakkyfy,-21.0297
ffgnvwvt,-19.3112
mfkspbug,-23.3164
dkaculie,-24.9029
pkqbivzp,-26.5435
chdxeatq,-29.1926
hdiweeej,-27.5684
oholswpj,-25.3965
ihmsclig,-29.5272
vndzpyrw,-30.1239
bauggzrv,-25.52
ifgcbxnl,-27.6627
ezeimoqh,-31.3307
bvisuaov,-33.4171
cidijvft,-36.0961
alvekkpq,-31.558
lvaylqho,-28.1703
mqgiqudu,-29.258
fhcoeike,-27.646
vfkisayd,-28.2152
xbdjrlxf,-29.5861
bgntatpf,-33.5338
atwgbgkz,-30.0584
nvjfxjlw,-31.3281
kohezhjc,-33.7211
nzxnsovu,-36.0136
italzmko,-40.8706
jvwifhfp,-41.9527
xovxvhbi,-37.49
gbyapvwx,-41.9686
oyjnmvdw,-37.7493
rzgwinng,-34.7032
cjfxqgiy,-37.6723
hiaxdwwr,-37.844
wfgibjgu,-39.6137
jnqtafzc,-36.9643
oecglmgu,-33.4876
uitxgqoc,-34.8248
xulaftuq,-35.2093
gkkjsjni,-37.2579
oprbbxxx,-37.9775
ituojkri,-34.6294
gejmzdcg,-38.8037
qmpiwcqm,-42.9314
uhpxhmvp,-45.6509
frfqcwbi,-41.8436
ckwcnzkf,-41.3869
nbpldgxz,-38.4395
poxydunk,-38.1301
lvdpteaw,-38.2403
oyadxmjn,-34.1388
nyysgysy,-29.665
mrwplmcy,-28.0029
hfqajsyx,-30.2359
qaaqmldz,-29.081
mbsuzmso,-24.1315
dpfqbhqk,-28.2492
mikvalut,-25.4729
lxjyiozw,-23.0209
ptrrfjhk,-26.777
amcbwtnk,-29.1919
bygejcxw,-26.059
ziukwugn,-24.327
pzgvjnhj,-26.0754
cknyfaii,-25.8379
aqoltliu,-25.6896
vcgrypfq,-29.9223
olnzbuld,-31.6517
gablalwd,-34.7487
ckoxywtt,-35.0403
banbputf,-35.4131
hgfibslj,-38.554
soxuatxe,-40.5544
doddmwxn,-39.2753
ymrngkvn,-41.1863
rcyuujfm,-40.2094
acgcxgib,-38.0735
ulggjdwi,-38.7868
ppxxzuls,-36.5494
wjoquwew,-34.1247
ynawtizn,-30.3754
vfvhlrrc,-28.2842
ioakjneh,-23.2865
ytyuretp,-28.0017
rtnkcmzz,-32.2206
uxghoxlz,-29.5208
onjzanga,-32.8374
ggxznqpe,-29.4966
jcrnrspn,-25.1726
pvugvhfl,-23.2898
vokxbsyk,-18.4474
bvjqnyuw,-15.1756
dnkwgzlv,-16.8337
wfbtogej,-14.9279
uqhwlhgo,-17.5645
eperqanv,-16.9382
ozruacpz,-18.3548
jruxxzju,-17.6416
rqqezysd,-14.5343
nywfzjcp,-16.0116
ltjnxaoi,-14.8539
rjiritlb,-16.7682
jdgkbanq,-15.1108
zjyauarh,-10.8694
wavtajeu,-11.3183
uonchags,-9.37545
dmcgorwp,-5.63789
curyviir,-7.18179
ifmlqshl,-6.35548
gwnpwvhb,-11.3545
hlhyefni,-9.35395
cfhznpsy,-7.03921
uelkzuvf,-2.26829
qlxoggrq,-7.12395
saowhdhj,-5.5415
koiyfcyz,-0.906531
hllifjnx,-2.24577
umnctgsl,-4.12552
iijpoqby,-4.03975
glylowmv,-5.13527
hadojsnf,-4.9708
hchaicnq,-8.26365
mygarjzx,-7.95434
uxliwzff,-11.1678
zkwkfjpm,-14.1156
mxmwbbnn,-18.7227
zvqqerqy,-20.4202
qdjmcoue,-21.194
zqoebesp,-20.1254
dgmehbtg,-18.1215
wjzccrct,-22.1145
wlhaabez,-25.3786
tvfvzxke,-24.6275
dykmzduv,-22.3987
ptzrmcmi,-19.6757
nujnxpot,-23.9353
kvqlucpz,-27.8211
bblafgyw,-26.7677
bxpozcyp,-26.3345
yjexbtsn,-24.7352
qizlnqko,-26.893
swozeovf,-30.7556
mmvnqwco,-29.1934
hhoiciwu,-31.3648
txfgnsuh,-29.329
qkguzdbl,-25.9269
qxagtdxa,-30.0227
mnlqvhko,-25.3146
esutmobe,-27.9265
bhyanbnd,-25.3015
ynjtsgwg,-26.945
vhwrqjfw,-30.9847
dcppssvt,-27.224
cttpwgsv,-27.1648
wdqommxh,-30.7736
vtyleghj,-30.3953
kzyctvwv,-31.6398
opmnygiu,-35.3595
kakwnhfi,-34.5254
dgwjmdtw,-32.3243
etaapwvf,-27.8293
mksmqcga,-32.8217
dsyqagaf,-30.3964
mwoachyg,-27.3858
bygsvexj,-32.289
qqvgsdjv,-35.3455
vjnvpocb,-33.7468
krdoabvd,-33.8047
advxjtgz,-36.6082
lbifetdz,-40.5093
cqxugzvt,-42.2845
sbhtcewc,-42.8349
kuztphva,-38.4978
iffoykqa,-38.948
bpwjoscj,-35.1553
tkcxoacy,-39.017
udujlrlv,-42.5646
wtkwdcyg,-46.9099
rvqhpsqk,-45.9331
cuhtxjtt,-41.2003
pnfagqvc,-42.7674
lhaplzvc,-43.6642
ulmjeevi,-42.6452
bcbyovtd,-44.0077
kyfrrcvc,-41.1956
kwrvvpar,-39.8113
aocgsxpt,-39.4893
bstrpnwc,-34.8744
nbteeqhq,-37.0408
manjpncs,-35.7488
dgywdprh,-37.6463
knyzaxdp,-35.5969
yyucpdud,-37.9942
dipvxrnb,-34.4679
ylzddqmn,-37.8794
dnofksvk,-42.0063
qrnhuhlz,-37.8376
raupthqt,-41.7384
vpzyhlln,-41.6093
azuktpvk,-39.6804
ikrctecl,-35.6918
gycaguvd,-32.8235
lubsiohk,-35.8191
ncvjtstc,-39.5627
emezrikz,-38.0464
hobpixst,-39.2847
ttodhvow,-41.7831
xlfrdatj,-37.1084
pzigkvfr,-39.8418
jhgsganb,-37.2219
vbfeztcw,-38.8117
giplkiuz,-35.7375
kchuxpnj,-38.3727
yvdgvqhq,-40.7984
umuthwrn,-42.1926
ghatrusb,-39.6544
zcxwrkhr,-35.85
fkxadesx,-32.7214
toscljst,-32.4621
ssmknhnm,-32.7905
jlkcxstd,-35.8661
esfhyygr,-35.0522
myuzkmtc,-34.776
ghmtochz,-30.6169
nudkoyps,-26.0295
qxapviij,-28.7635
jeltqgvz,-32.2158
nkuemcfb,-34.0962
wjnkhfey,-30.7922
cgpzpxiy,-32.0895
cvtubqvr,-36.8729
aqxoscrq,-40.9549
lfctkgto,-36.6124
nknejxcn,-34.1184
tvkwlfpo,-30.1222
vmenpwfc,-33.6828
djxpqsdf,-28.777
cqjonnbi,-26.277
klfxrwnm,-24.8712
jscaojct,-26.678
tailunqx,-29.4517
dblsqoba,-30.2024
aixrelfp,-33.1639
fhpvruom,-31.8224
wyxqlnpo,-31.3411
qaigrlgr,-29.7033
tfkasprx,-24.8783
xhsqbicz,-24.2937
gzprofhe,-19.3064
hqkybspx,-20.4113
zzzspqro,-19.6902
zmgcukbd,-23.5244
lruzwcfd,-21.8505
urexltuk,-25.9539
vtemmwcl,-23.0327
kiqeurhf,-18.8079
ieggilmc,-20.3271
eqzplwbi,-22.4062
rgudewro,-26.105
ehuyaefl,-24.0953
ilrsyfwe,-23.4873
xxtltxtn,-24.1935
doqhkjxr,-25.4175
srrtvxef,-25.0229
kxxjftpc,-27.5351
rjnmghzl,-22.5979
