ALABAMA:29	{{{-85.3987 33.9641} {-85.3865 33.9018} {-85.3865 33.9018} {-85.3388 33.6531} {-85.3388 33.6531} {-85.3043 33.4828} {-85.3043 33.4828} {-85.6435 33.4958} {-85.6435 33.4958} {-85.852 33.4986} {-85.852 33.4986} {-85.796 33.5562} {-85.796 33.5562} {-85.6388 33.6484} {-85.6363 33.8759} {-85.5301 33.9414} {-85.5301 33.9414} {-85.3987 33.9641}}}	0.104
ALABAMA:31	{{{-85.7914 31.1964} {-86.1937 31.1922} {-86.1937 31.1922} {-86.1944 31.44} {-86.1944 31.44} {-86.146 31.6178} {-86.146 31.6178} {-85.7892 31.618} {-85.7892 31.618} {-85.7914 31.1964}}}	0.085
ALABAMA:33	{{{-87.4266 34.8} {-87.4159 34.7663} {-87.53 34.567} {-87.53 34.567} {-88.1398 34.5817} {-88.1398 34.5817} {-88.0978 34.8922} {-88.0978 34.8922} {-87.9733 34.8825} {-87.9151 34.7997} {-87.7701 34.7304} {-87.5138 34.8299} {-87.4266 34.8}}}	0.114
ALABAMA:35	{{{-86.7016 31.5239} {-86.6671 31.3694} {-86.703 31.3459} {-86.7002 31.1924} {-86.7002 31.1924} {-86.7644 31.2613} {-87.4273 31.2603} {-87.4273 31.2603} {-87.1675 31.5182} {-87.1352 31.6425} {-87.0512 31.7184} {-86.9058 31.753} {-86.9058 31.753} {-86.9069 31.6327} {-86.8394 31.5253} {-86.7016 31.5239}}}	0.195
ALABAMA:37	{{{-86.0092 33.0902} {-86.0071 32.755} {-86.0071 32.755} {-86.375 32.7536} {-86.375 32.7536} {-86.4579 32.8153} {-86.5171 33.0207} {-86.5171 33.0207} {-86.4909 33.1029} {-86.4909 33.1029} {-86.1743 33.1044} {-86.1743 33.1044} {-86.0092 33.0902}}}	0.14
ALABAMA:39	{{{-86.1944 31.44} {-86.1937 31.1922} {-86.1937 31.1922} {-86.1873 30.994} {-86.1873 30.994} {-86.3886 30.9941} {-86.3886 30.9941} {-86.6883 30.9945} {-86.6883 30.9945} {-86.7002 31.1924} {-86.7002 31.1924} {-86.703 31.3459} {-86.6671 31.3694} {-86.7016 31.5239} {-86.7016 31.5239} {-86.4992 31.5253} {-86.4992 31.5253} {-86.4005 31.5271} {-86.3987 31.452} {-86.2802 31.5285} {-86.277 31.4556} {-86.1944 31.44}}}	0.101
ALABAMA:41	{{{-86.1912 31.9665} {-86.1995 31.7904} {-86.1485 31.7909} {-86.146 31.6178} {-86.146 31.6178} {-86.1944 31.44} {-86.1944 31.44} {-86.277 31.4556} {-86.2802 31.5285} {-86.3987 31.452} {-86.4005 31.5271} {-86.4992 31.5253} {-86.4992 31.5253} {-86.4995 31.6552} {-86.4486 31.6556} {-86.4482 31.9646} {-86.4482 31.9646} {-86.4062 32.0508} {-86.4062 32.0508} {-86.3035 32.0516} {-86.3021 31.9651} {-86.1912 31.9665}}}	0.097
ALABAMA:43	{{{-86.5824 34.3047} {-86.4529 34.2593} {-86.4529 34.2593} {-86.5196 34.2516} {-86.6 34.1206} {-86.7045 34.0805} {-86.7626 33.9759} {-86.917 33.9156} {-86.9633 33.8584} {-86.9633 33.8584} {-87.0917 33.8901} {-87.151 33.9932} {-87.151 33.9932} {-87.1118 33.9924} {-87.1101 34.2993} {-87.1101 34.2993} {-87.1101 34.3138} {-87.1101 34.3138} {-86.5824 34.3047}}}	0.096
ALABAMA:45	{{{-85.4163 31.6194} {-85.4177 31.315} {-85.4177 31.315} {-85.4859 31.2461} {-85.66 31.2709} {-85.711 31.1952} {-85.711 31.1952} {-85.7914 31.1964} {-85.7914 31.1964} {-85.7892 31.618} {-85.7892 31.618} {-85.7483 31.618} {-85.7483 31.618} {-85.4163 31.6194}}}	0.093
ALABAMA:47	{{{-86.917 32.6641} {-86.9065 32.5429} {-86.815 32.3408} {-86.815 32.3408} {-86.9083 32.225} {-86.9069 32.048} {-86.9069 32.048} {-87.1779 32.0475} {-87.2522 32.1427} {-87.4726 32.2649} {-87.4726 32.2649} {-87.4729 32.3076} {-87.4729 32.3076} {-87.4216 32.3081} {-87.423 32.4829} {-87.1111 32.4897} {-87.0426 32.5949} {-87.0178 32.7291} {-87.0178 32.7291} {-87.0178 32.6633} {-86.917 32.6641}}}	0.211
ALABAMA:49	{{{-85.534 34.6238} {-85.5272 34.5887} {-85.5272 34.5887} {-85.5139 34.5242} {-85.5139 34.5242} {-85.6359 34.3669} {-85.8438 34.2} {-85.8438 34.2} {-86.1061 34.2007} {-86.1061 34.2007} {-86.1104 34.4278} {-86.0577 34.476} {-86.0577 34.476} {-86.0038 34.4801} {-85.7849 34.6252} {-85.5832 34.8604} {-85.5832 34.8604} {-85.534 34.6238}}}	0.143
ALABAMA:51	{{{-85.8861 32.493} {-85.8797 32.4517} {-86.0229 32.42} {-86.0229 32.42} {-86.1948 32.4407} {-86.2371 32.4951} {-86.4116 32.4099} {-86.4116 32.4099} {-86.413 32.7074} {-86.413 32.7074} {-86.375 32.7536} {-86.375 32.7536} {-86.0071 32.755} {-86.0071 32.755} {-85.8922 32.7546} {-85.8861 32.493}}}	0.09
ALABAMA:53	{{{-86.7002 31.1924} {-86.6883 30.9945} {-86.6883 30.9945} {-86.7856 30.997} {-86.7856 30.997} {-87.1632 30.999} {-87.1632 30.999} {-87.5989 30.9975} {-87.5989 30.9975} {-87.6158 31.2444} {-87.6158 31.2444} {-87.4273 31.2603} {-87.4273 31.2603} {-86.7644 31.2613} {-86.7002 31.1924}}}	0.129
ALABAMA:55	{{{-85.8438 34.2} {-85.739 33.9685} {-85.739 33.9685} {-85.8998 33.943} {-86.0652 33.8421} {-86.0652 33.8421} {-86.1995 33.9889} {-86.3262 33.9401} {-86.3262 33.9401} {-86.3035 34.0991} {-86.3035 34.0991} {-86.1061 34.2007} {-86.1061 34.2007} {-85.8438 34.2}}}	0.107
ALABAMA:57	{{{-87.6362 33.9152} {-87.5314 33.8675} {-87.5282 33.692} {-87.4238 33.6891} {-87.4238 33.6021} {-87.4238 33.6021} {-87.6316 33.6098} {-87.6667 33.5217} {-87.8408 33.5248} {-87.8408 33.5248} {-87.9467 33.524} {-87.9467 33.524} {-87.9517 33.92} {-87.9517 33.92} {-87.6362 33.9152}}}	0.128
ALABAMA:59	{{{-87.53 34.567} {-87.53 34.3046} {-87.53 34.3046} {-87.6348 34.307} {-87.6348 34.307} {-88.1736 34.3211} {-88.1736 34.3211} {-88.1567 34.4632} {-88.1567 34.4632} {-88.1398 34.5817} {-88.1398 34.5817} {-87.53 34.567}}}	0.123
ALABAMA:61	{{{-85.4888 30.9971} {-85.4981 30.9969} {-85.4981 30.9969} {-86.0351 30.9933} {-86.0351 30.9933} {-86.1873 30.994} {-86.1873 30.994} {-86.1937 31.1922} {-86.1937 31.1922} {-85.7914 31.1964} {-85.7914 31.1964} {-85.711 31.1952} {-85.711 31.1952} {-85.4859 31.1999} {-85.4888 30.9971}}}	0.1
ALABAMA:63	{{{-87.7156 33.0068} {-87.8315 32.865} {-87.7877 32.6543} {-87.7371 32.5903} {-87.8125 32.5246} {-87.8125 32.5246} {-87.8534 32.5321} {-87.8534 32.5321} {-87.9194 32.6299} {-88.0537 32.5928} {-88.0759 32.7744} {-88.2076 32.9236} {-88.1718 32.9959} {-88.1718 32.9959} {-87.8376 33.1536} {-87.8376 33.1536} {-87.8326 33.0172} {-87.7156 33.0068}}}	0.147
ALABAMA:65	{{{-87.422 33.0034} {-87.4212 32.8745} {-87.4212 32.8745} {-87.4726 32.8306} {-87.474 32.6558} {-87.5253 32.6557} {-87.5246 32.482} {-87.5246 32.482} {-87.7288 32.4809} {-87.8125 32.5246} {-87.8125 32.5246} {-87.7371 32.5903} {-87.7877 32.6543} {-87.8315 32.865} {-87.7156 33.0068} {-87.7156 33.0068} {-87.422 33.0034}}}	0.127
ALABAMA:67	{{{-85.1273 31.7627} {-85.0455 31.5171} {-85.0455 31.5171} {-85.0875 31.3086} {-85.0875 31.3086} {-85.4177 31.315} {-85.4177 31.315} {-85.4163 31.6194} {-85.4163 31.6194} {-85.4159 31.7066} {-85.216 31.7024} {-85.1273 31.7627}}}	0.099
ALABAMA:69	{{{-85.0875 31.3086} {-85.1008 31.165} {-85.0286 31.0757} {-85.0286 31.0757} {-85.0024 31.0007} {-85.0024 31.0007} {-85.4888 30.9971} {-85.4888 30.9971} {-85.4859 31.1999} {-85.711 31.1952} {-85.711 31.1952} {-85.66 31.2709} {-85.4859 31.2461} {-85.4177 31.315} {-85.4177 31.315} {-85.0875 31.3086}}}	0.089
ALABAMA:71	{{{-85.5832 34.8604} {-85.7849 34.6252} {-86.0038 34.4801} {-86.0577 34.476} {-86.0577 34.476} {-86.1377 34.521} {-86.1485 34.599} {-86.3272 34.5997} {-86.3272 34.5997} {-86.3592 34.6326} {-86.31 34.9911} {-86.31 34.9911} {-85.8639 34.9883} {-85.8639 34.9883} {-85.6051 34.9847} {-85.6051 34.9847} {-85.5832 34.8604}}}	0.118
ALABAMA:73	{{{-86.5742 33.7652} {-86.5167 33.5459} {-86.5167 33.5459} {-86.6743 33.4665} {-86.8305 33.332} {-87.0271 33.2464} {-87.0271 33.2464} {-87.0663 33.2469} {-87.0663 33.2469} {-87.1621 33.3066} {-87.3308 33.4919} {-87.2669 33.5129} {-87.2669 33.5129} {-87.179 33.6137} {-87.0577 33.6563} {-86.9536 33.8153} {-86.9536 33.8153} {-86.759 33.8405} {-86.5742 33.7652}}}	0.107
ALABAMA:75	{{{-87.9517 33.92} {-87.9467 33.524} {-87.9467 33.524} {-88.2748 33.534} {-88.2748 33.534} {-88.2493 33.745} {-88.2493 33.745} {-88.2073 34.0583} {-88.2073 34.0583} {-87.9869 34.0521} {-87.9517 33.92}}}	0.148
ALABAMA:77	{{{-87.2608 34.7586} {-87.4266 34.8} {-87.4266 34.8} {-87.5138 34.8299} {-87.7701 34.7304} {-87.9151 34.7997} {-87.9733 34.8825} {-88.0978 34.8922} {-88.0978 34.8922} {-88.2001 34.9956} {-88.2001 34.9956} {-87.9848 35.0059} {-87.9848 35.0059} {-87.6075 35.0035} {-87.6075 35.0035} {-87.2242 34.9994} {-87.2242 34.9994} {-87.2109 34.999} {-87.2109 34.999} {-87.2149 34.816} {-87.2608 34.7586}}}	0.105
ALABAMA:79	{{{-87.2608 34.7586} {-87.105 34.686} {-87.105 34.686} {-87.1101 34.3138} {-87.1101 34.3138} {-87.1101 34.2993} {-87.1101 34.2993} {-87.53 34.3046} {-87.53 34.3046} {-87.53 34.567} {-87.53 34.567} {-87.4159 34.7663} {-87.4266 34.8} {-87.4266 34.8} {-87.2608 34.7586}}}	0.136
ALABAMA:81	{{{-85.1352 32.7465} {-85.0807 32.608} {-85.0807 32.608} {-85.001 32.5104} {-85.001 32.5104} {-85.0591 32.4729} {-85.3337 32.4687} {-85.3301 32.4109} {-85.4339 32.4097} {-85.4339 32.4097} {-85.4895 32.4969} {-85.6959 32.5959} {-85.6959 32.5959} {-85.6966 32.6974} {-85.5932 32.7285} {-85.5932 32.7285} {-85.1352 32.7465}}}	0.086
ALABAMA:83	{{{-86.8355 34.9919} {-86.7838 34.992} {-86.7838 34.992} {-86.7899 34.5508} {-86.7899 34.5508} {-86.9091 34.5801} {-87.105 34.686} {-87.105 34.686} {-87.2608 34.7586} {-87.2608 34.7586} {-87.2149 34.816} {-87.2109 34.999} {-87.2109 34.999} {-86.8355 34.9919}}}	0.093
ALABAMA:85	{{{-86.497 32.3444} {-86.4087 32.2445} {-86.4062 32.0508} {-86.4062 32.0508} {-86.4482 31.9646} {-86.4482 31.9646} {-86.8577 31.9622} {-86.8577 31.9622} {-86.9069 32.048} {-86.9069 32.048} {-86.9083 32.225} {-86.815 32.3408} {-86.815 32.3408} {-86.7231 32.4053} {-86.497 32.3444}}}	0.185
ALABAMA:87	{{{-85.4339 32.4097} {-85.4335 32.2345} {-85.4335 32.2345} {-85.8545 32.232} {-85.9191 32.2744} {-85.9191 32.2744} {-85.9995 32.3625} {-85.9995 32.3625} {-86.0229 32.42} {-86.0229 32.42} {-85.8797 32.4517} {-85.8861 32.493} {-85.8861 32.493} {-85.7971 32.4942} {-85.7985 32.581} {-85.6959 32.5959} {-85.6959 32.5959} {-85.4895 32.4969} {-85.4339 32.4097}}}	0.114
ALABAMA:89	{{{-86.319 34.9912} {-86.31 34.9911} {-86.31 34.9911} {-86.3592 34.6326} {-86.3272 34.5997} {-86.3272 34.5997} {-86.3376 34.5095} {-86.4981 34.4817} {-86.5505 34.5459} {-86.5505 34.5459} {-86.7037 34.5891} {-86.7899 34.5508} {-86.7899 34.5508} {-86.7838 34.992} {-86.7838 34.992} {-86.319 34.9912}}}	0.075
ALABAMA:91	{{{-87.8125 32.5246} {-87.7288 32.4809} {-87.5246 32.482} {-87.5246 32.482} {-87.5243 32.3073} {-87.4729 32.3076} {-87.4729 32.3076} {-87.4726 32.2649} {-87.4726 32.2649} {-87.5235 32.2548} {-87.5221 32.1327} {-87.624 32.1323} {-87.6226 32.0055} {-87.6678 31.9913} {-87.6678 31.9913} {-88.0734 31.9901} {-88.0734 31.9901} {-88.1186 32.0524} {-88.044 32.0829} {-88.0196 32.2849} {-87.9306 32.3106} {-87.9306 32.3106} {-88.0465 32.3767} {-88.0321 32.4336} {-87.8534 32.5321} {-87.8534 32.5321} {-87.8125 32.5246}}}	0.148
ALABAMA:93	{{{-87.6348 34.307} {-87.6362 34.0022} {-87.6362 34.0022} {-87.6362 33.9152} {-87.6362 33.9152} {-87.9517 33.92} {-87.9517 33.92} {-87.9869 34.0521} {-88.2073 34.0583} {-88.2073 34.0583} {-88.2037 34.0865} {-88.2037 34.0865} {-88.1736 34.3211} {-88.1736 34.3211} {-87.6348 34.307}}}	0.152
ALABAMA:95	{{{-86.0577 34.476} {-86.1104 34.4278} {-86.1061 34.2007} {-86.1061 34.2007} {-86.3035 34.0991} {-86.3035 34.0991} {-86.4529 34.2593} {-86.4529 34.2593} {-86.5824 34.3047} {-86.5824 34.3047} {-86.5505 34.5459} {-86.5505 34.5459} {-86.4981 34.4817} {-86.3376 34.5095} {-86.3272 34.5997} {-86.3272 34.5997} {-86.1485 34.599} {-86.1377 34.521} {-86.0577 34.476}}}	0.092
ALABAMA:97	{{{-88.002 30.7869} {-88.1036 30.5008} {-88.1072 30.3776} {-88.3961 30.387} {-88.3961 30.387} {-88.413 30.7356} {-88.413 30.7356} {-88.4255 30.9983} {-88.4255 30.9983} {-88.432 31.1143} {-88.432 31.1143} {-88.3297 31.1438} {-88.0232 31.1443} {-87.9729 31.1627} {-87.9729 31.1627} {-87.9406 31.0497} {-88.002 30.7869}}}	0.111
ALABAMA:99	{{{-86.9069 31.8306} {-86.9058 31.753} {-86.9058 31.753} {-87.0512 31.7184} {-87.1352 31.6425} {-87.1675 31.5182} {-87.4273 31.2603} {-87.4273 31.2603} {-87.6158 31.2444} {-87.6158 31.2444} {-87.7651 31.2973} {-87.7651 31.2973} {-87.7052 31.4018} {-87.5741 31.4342} {-87.6215 31.5136} {-87.5655 31.5535} {-87.567 31.6971} {-87.516 31.6978} {-87.5013 31.8292} {-87.5013 31.8292} {-86.9069 31.8306}}}	0.187
ALABAMA:101	{{{-86.0229 32.42} {-85.9995 32.3625} {-85.9995 32.3625} {-85.9191 32.2744} {-85.9191 32.2744} {-85.9992 32.2505} {-85.997 32.051} {-85.997 32.051} {-85.9952 31.9675} {-86.1912 31.9665} {-86.1912 31.9665} {-86.3021 31.9651} {-86.3035 32.0516} {-86.4062 32.0508} {-86.4062 32.0508} {-86.4087 32.2445} {-86.497 32.3444} {-86.497 32.3444} {-86.4116 32.4099} {-86.4116 32.4099} {-86.2371 32.4951} {-86.1948 32.4407} {-86.0229 32.42}}}	0.102
ALABAMA:103	{{{-86.7899 34.5508} {-86.7037 34.5891} {-86.5505 34.5459} {-86.5505 34.5459} {-86.5824 34.3047} {-86.5824 34.3047} {-87.1101 34.3138} {-87.1101 34.3138} {-87.105 34.686} {-87.105 34.686} {-86.9091 34.5801} {-86.7899 34.5508}}}	0.104
ALABAMA:105	{{{-87.0192 32.837} {-87.0178 32.7291} {-87.0178 32.7291} {-87.0426 32.5949} {-87.1111 32.4897} {-87.423 32.4829} {-87.4216 32.3081} {-87.4729 32.3076} {-87.4729 32.3076} {-87.5243 32.3073} {-87.5246 32.482} {-87.5246 32.482} {-87.5253 32.6557} {-87.474 32.6558} {-87.4726 32.8306} {-87.4212 32.8745} {-87.4212 32.8745} {-87.3193 32.8315} {-87.0192 32.837}}}	0.198
ALABAMA:107	{{{-87.9467 33.524} {-87.8408 33.5248} {-87.8408 33.5248} {-87.8376 33.1536} {-87.8376 33.1536} {-88.1718 32.9959} {-88.1718 32.9959} {-88.3405 32.9912} {-88.3405 32.9912} {-88.3046 33.2883} {-88.3046 33.2883} {-88.2748 33.534} {-88.2748 33.534} {-87.9467 33.524}}}	0.13
ALABAMA:109	{{{-85.6578 31.8803} {-85.7163 31.6606} {-85.7163 31.6606} {-85.7483 31.618} {-85.7483 31.618} {-85.7892 31.618} {-85.7892 31.618} {-86.146 31.6178} {-86.146 31.6178} {-86.1485 31.7909} {-86.1995 31.7904} {-86.1912 31.9665} {-86.1912 31.9665} {-85.9952 31.9675} {-85.997 32.051} {-85.997 32.051} {-85.8937 32.0474} {-85.8843 31.9672} {-85.7899 31.9672} {-85.7914 31.8804} {-85.6578 31.8803}}}	0.087
ALABAMA:111	{{{-85.3043 33.4828} {-85.2939 33.4281} {-85.2939 33.4281} {-85.2365 33.1296} {-85.2365 33.1296} {-85.2325 33.1081} {-85.2325 33.1081} {-85.5932 33.1073} {-85.5932 33.1073} {-85.6535 33.1066} {-85.6535 33.1066} {-85.6435 33.4958} {-85.6435 33.4958} {-85.3043 33.4828}}}	0.151
ALABAMA:113	{{{-85.001 32.5104} {-84.9719 32.3777} {-84.9719 32.3777} {-85.0064 32.3283} {-84.8879 32.2624} {-84.9231 32.2308} {-84.9231 32.2308} {-85.0617 32.1316} {-85.0559 32.0631} {-85.0559 32.0631} {-85.1851 32.0618} {-85.258 32.1479} {-85.4105 32.1466} {-85.4105 32.1466} {-85.4335 32.2345} {-85.4335 32.2345} {-85.4339 32.4097} {-85.4339 32.4097} {-85.3301 32.4109} {-85.3337 32.4687} {-85.0591 32.4729} {-85.001 32.5104}}}	0.126
ALABAMA:115	{{{-86.0652 33.8421} {-86.0451 33.7715} {-86.1456 33.6791} {-86.1456 33.6791} {-86.2217 33.5873} {-86.1966 33.5396} {-86.3789 33.3909} {-86.3789 33.3909} {-86.3782 33.5023} {-86.5167 33.5459} {-86.5167 33.5459} {-86.5742 33.7652} {-86.5742 33.7652} {-86.5774 33.802} {-86.4084 33.8342} {-86.3262 33.9401} {-86.3262 33.9401} {-86.1995 33.9889} {-86.0652 33.8421}}}	0.107
ALABAMA:117	{{{-86.3789 33.3909} {-86.357 33.2975} {-86.4281 33.2824} {-86.5035 33.1746} {-86.4909 33.1029} {-86.4909 33.1029} {-86.5171 33.0207} {-86.5171 33.0207} {-86.6104 33.0699} {-86.8818 33.0719} {-86.8811 33.0498} {-86.8811 33.0498} {-87.0257 33.1658} {-87.0271 33.2464} {-87.0271 33.2464} {-86.8305 33.332} {-86.6743 33.4665} {-86.5167 33.5459} {-86.5167 33.5459} {-86.3782 33.5023} {-86.3789 33.3909}}}	0.076
ALABAMA:119	{{{-87.8534 32.5321} {-88.0321 32.4336} {-88.0465 32.3767} {-87.9306 32.3106} {-87.9306 32.3106} {-88.4216 32.3087} {-88.4216 32.3087} {-88.3889 32.5781} {-88.3889 32.5781} {-88.348 32.9291} {-88.348 32.9291} {-88.3405 32.9912} {-88.3405 32.9912} {-88.1718 32.9959} {-88.1718 32.9959} {-88.2076 32.9236} {-88.0759 32.7744} {-88.0537 32.5928} {-87.9194 32.6299} {-87.8534 32.5321}}}	0.139
ALABAMA:121	{{{-86.1456 33.6791} {-86.0516 33.6746} {-85.9949 33.5865} {-85.7953 33.5855} {-85.796 33.5562} {-85.796 33.5562} {-85.852 33.4986} {-85.852 33.4986} {-85.9048 33.4986} {-85.9805 33.2942} {-86.118 33.2962} {-86.1743 33.1044} {-86.1743 33.1044} {-86.4909 33.1029} {-86.4909 33.1029} {-86.5035 33.1746} {-86.4281 33.2824} {-86.357 33.2975} {-86.3789 33.3909} {-86.3789 33.3909} {-86.1966 33.5396} {-86.2217 33.5873} {-86.1456 33.6791}}}	0.136
ALABAMA:123	{{{-85.5932 33.1073} {-85.5932 32.7285} {-85.5932 32.7285} {-85.6966 32.6974} {-85.6959 32.5959} {-85.6959 32.5959} {-85.7985 32.581} {-85.7971 32.4942} {-85.8861 32.493} {-85.8861 32.493} {-85.8922 32.7546} {-86.0071 32.755} {-86.0071 32.755} {-86.0092 33.0902} {-86.0092 33.0902} {-85.6535 33.1066} {-85.6535 33.1066} {-85.5932 33.1073}}}	0.137
